id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
630250,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",19.0,jiro dreams of sushi,green tea,"Parents,Friends",A lot (hot),Sushi
411810,2,3.0,"Weekend lunch,Weekend dinner",30.0,tokyo drift,water,"Parents,Siblings",none,Sushi
214145,1,10.0,"Weekend lunch,At a party",10.0,shrek3,powerade,Teachers,A lot (hot),Sushi
628986,2,5.0,Late night snack,12.79,aquaman,pop,"Friends,Strangers",A moderate amount (medium),Sushi
211158,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8.0,none,miso soup,Friends,none,Sushi
507382,5,8.5,"Week day dinner,Weekend dinner",12.0,47 ronin,green tea,"Parents,Siblings",none,Sushi
522877,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,barbie 2021,water,"Siblings,Friends,Strangers",A little (mild),Sushi
635024,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,howl's moving castle,water,Friends,none,Sushi
602845,4,5.5,At a party,25.0,i think of the spiderman movie,none,Friends,none,Sushi
519822,4,5.0,"Week day lunch,Week day dinner",15.0,madagascar,water,"Siblings,Friends",A lot (hot),Sushi
600849,5,5.0,"Week day lunch,Weekend lunch,Weekend dinner",5.0,rush hour,water,"Siblings,Friends",none,Sushi
605148,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",1.0,monsters inc,water,"Siblings,Friends",none,Sushi
631600,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,penguins of madagascar there was a scene where all penguins made sushi and had to fight a big purple octopus with it,water,Friends,none,Sushi
716142,5,5.0,Week day lunch,10.0,kill bill,green tea,"Parents,Siblings",A lot (hot),Sushi
525853,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.5,finding nemo,water,"Friends,Strangers",none,Sushi
835124,5,4.0,"Week day lunch,Weekend lunch,Weekend dinner",10.0,pokemon,green tea,"Parents,Friends",none,Sushi
634764,4,5.0,"Week day lunch,Late night snack",15.0,9,water,Friends,A little (mild),Sushi
630117,4,2.0,"Week day lunch,Weekend lunch,Weekend dinner",1.0,japanese movie,hot matcha,Parents,none,Sushi
631531,3,2.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",17.5,jiro dreams of sushi,water,Friends,none,Sushi
714062,4,3.0,"Week day dinner,Weekend dinner",15.0,james bond,green tea,Siblings,none,Sushi
629156,1,4.0,"Week day lunch,Weekend dinner,Late night snack",15.0,jiro dreams of sushi,green tea,Parents,none,Sushi
498563,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",6.5,wags,green tea,"Parents,Siblings",none,Sushi
625319,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,none,water,"Friends,Teachers,Strangers",A lot (hot),Sushi
723931,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,none,matcha,"Parents,Siblings",none,Sushi
526497,4,6.0,"Week day lunch,Week day dinner,At a party",8.0,none,juice,"Friends,Strangers",A moderate amount (medium),Sushi
630999,2,3.0,Weekend dinner,8.0,none,green tea,Friends,none,Sushi
97339,3,5.0,"Week day dinner,Weekend dinner",3.0,the wolverine,water,"Siblings,Friends",none,Sushi
631909,4,4.0,"Week day dinner,Weekend dinner",5.0,rush hour 2,green tea,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
625349,3,5.0,"Week day dinner,Weekend dinner,Late night snack",14.0,made in abyss dawn of the deep soul,milk,Friends,none,Sushi
632299,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,madagascar,tea,Parents,A little (mild),Sushi
616634,1,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.0,the wolverine,water,"Parents,Siblings,Friends",none,Sushi
616836,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,kung fu panda,coca cola,"Siblings,Strangers",none,Sushi
609116,4,5.0,"Week day dinner,Weekend dinner,At a party",10.0,none,tea,Friends,A little (mild),Sushi
626789,3,5.0,"Week day lunch,Weekend lunch",14.0,none,coca cola,Friends,none,Sushi
504599,2,3.5,"Week day dinner,Weekend dinner",15.0,none,tea,"Parents,Friends",none,Sushi
632684,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,cars,coca cola,"Friends,Strangers",none,Sushi
522967,4,5.0,"Week day lunch,Weekend lunch,Weekend dinner",35.0,the last samurai,water,"Parents,Siblings,Friends",none,Sushi
632893,4,4.0,Weekend dinner,20.0,shangchi,water,"Parents,Siblings,Friends",none,Sushi
632156,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",1.0,i don't have a movie i think of when i think of sushi,tea,"Parents,Siblings,Strangers",A little (mild),Sushi
603582,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,godzilla,wine,"Parents,Siblings,Friends",none,Sushi
626754,5,3.0,"Week day dinner,Weekend lunch,Weekend dinner",15.0,bullet train,water,Friends,none,Sushi
298481,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,avengers,milk,"Parents,Friends",none,Sushi
631583,5,4.0,"Week day dinner,Weekend dinner,At a party,Late night snack",8.0,johnny english,alcoholic sake,"Friends,Teachers",none,Sushi
718026,5,4.0,"Week day dinner,Weekend dinner",20.0,tokyo drift,pepsi,"Parents,Friends",none,Sushi
616713,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",25.0,billions  tv show,sake,"Parents,Siblings,Friends",none,Sushi
602533,2,4.0,"Week day lunch,Week day dinner,Weekend dinner",10.0,rush hour,water,Parents,none,Sushi
522345,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",1.0,madagascar 2,straight soy sauce by the gallon,"Parents,Friends",A moderate amount (medium),Sushi
629758,4,5.0,"Week day dinner,Weekend dinner",17.0,weathering with you,tea,"Parents,Siblings",none,Sushi
631496,3,4.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,the fast and the furious tokyo drift,water,Friends,A little (mild),Sushi
491374,3,2.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",17.5,none,tea,"Parents,Friends",none,Sushi
632051,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,godzilla,bubble tea,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Sushi
409930,3,5.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,none,tea,"Parents,Siblings,Friends,Strangers",none,Sushi
632975,3,5.0,"Week day lunch,Weekend lunch,At a party",15.0,none,water,"Friends,Teachers",A lot (hot),Sushi
407221,4,3.0,"Week day dinner,Weekend dinner",15.0,monsters inc,pepsi,Friends,A little (mild),Sushi
204508,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,ip man,tea,"Parents,Siblings,Friends",none,Sushi
618700,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,john wick chapter 4,tea,"Parents,Siblings,Friends",none,Sushi
627792,5,2.0,"Week day dinner,Weekend dinner,At a party",15.0,isle of dogs,water,"Parents,Siblings",none,Sushi
712054,3,3.0,"Weekend dinner,At a party,Late night snack",20.0,star wars,tea,"Siblings,Friends",A little (mild),Sushi
631881,3,5.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,jiro dreams of sushi,sparkling water,"Siblings,Friends",A moderate amount (medium),Sushi
716188,2,1.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15.0,anime,tea,"Friends,Strangers",none,Sushi
628744,5,6.5,"Week day lunch,Weekend lunch,At a party,Late night snack",9.0,finding nemo,water,"Parents,Siblings",none,Sushi
604132,2,2.0,"Week day dinner,Weekend dinner",12.0,anime,water,"Parents,Siblings",none,Sushi
629807,4,6.0,"Week day lunch,Week day dinner,Weekend lunch",20.0,rush hour,water,Friends,A moderate amount (medium),Sushi
741428,4,6.0,"Weekend dinner,At a party",13.0,none,none,Parents,none,Sushi
633024,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",12.0,none,water,Friends,A little (mild),Sushi
631221,3,4.5,"Week day dinner,Weekend dinner,At a party",12.0,none,tea,Friends,none,Sushi
601983,3,5.0,"Week day dinner,Weekend dinner,At a party",13.0,django unchained,tea,"Parents,Siblings,Friends",A little (mild),Sushi
603007,1,2.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5.0,the samurai,ramune,"Parents,Friends",none,Sushi
601217,4,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.0,oppenheimer,coca cola,"Parents,Siblings,Friends",none,Sushi
629221,4,6.0,"Week day dinner,Weekend dinner,At a party",17.0,big hero 6,water,Parents,none,Sushi
634705,3,5.0,Week day dinner,12.0,shangchi and the legend of the ten rings,water,"Friends,Strangers",A moderate amount (medium),Sushi
630070,4,15.0,"Week day dinner,Weekend dinner,Late night snack",15.0,karate kid ii,none,"Parents,Friends,Strangers",none,Sushi
630006,5,10.0,"Week day lunch,Weekend lunch,At a party",15.0,crazy rich asians,mango pulp,"Siblings,Friends",A little (mild),Sushi
629072,4,5.0,"Weekend lunch,Weekend dinner,At a party",20.0,rush hour,soup,Parents,none,Sushi
630044,1,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.0,midnight diner,tea,"Parents,Siblings,Friends",none,Sushi
626026,2,4.0,"Week day dinner,Weekend dinner,At a party,Late night snack",8.0,7 samurai,water,"Parents,Siblings,Friends,Teachers",none,Sushi
520303,3,1.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",40.0,godzilla,tea,"Siblings,Friends",none,Sushi
630972,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",22.0,finding nemo,water,"Parents,Siblings,Friends",none,Sushi
630948,5,3.0,"Week day dinner,Weekend dinner",12.0,finding nemo,water,Strangers,none,Sushi
626778,5,6.0,"Week day dinner,Weekend dinner",15.0,cars 2,coca cola,"Parents,Siblings,Friends",none,Sushi
631181,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",17.0,rush hour,water,Parents,none,Sushi
633541,2,4.5,Weekend dinner,20.0,casablanca,water,"Parents,Friends",A little (mild),Sushi
630098,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,At a party",10.0,jiro dreams of sushi,water,Parents,none,Sushi
629959,2,2.0,"Week day lunch,Weekend lunch,At a party",10.0,pacific rim,water,"Siblings,Friends",none,Sushi
633097,2,5.0,"Week day lunch,Week day dinner",6.0,train to busan,sake,"Parents,Friends",A little (mild),Sushi
605290,3,5.0,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",10.0,love hard,tea,Friends,none,Sushi
629869,4,5.0,Weekend dinner,20.0,shogun,diet brisk,Siblings,A little (mild),Sushi
632868,5,6.5,"Weekend lunch,Weekend dinner,At a party",1.0,finding nemo was the first movie in my mind,water,"Siblings,Friends",none,Sushi
209691,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,none,green tea,"Friends,Teachers,Strangers",none,Sushi
600915,3,7.0,At a party,20.0,kung fu panda,water,Strangers,none,Sushi
525420,2,3.0,"Week day lunch,Late night snack",8.0,my neighbor totoro,ramune,"Friends,Strangers",none,Sushi
414710,5,4.0,"At a party,Late night snack",12.0,rush hour,water,"Teachers,Strangers",A little (mild),Sushi
629985,4,4.0,"Week day dinner,Weekend dinner",10.0,the room,water,Strangers,A lot (hot),Sushi
523128,5,6.0,"Week day dinner,Weekend dinner",20.0,fallen angels,sake,"Siblings,Friends",none,Sushi
727410,5,2.0,Weekend dinner,50.0,totoro,water,Parents,none,Sushi
616457,2,2.0,"Weekend lunch,Weekend dinner,At a party",20.0,isle of dogs,sake,"Parents,Siblings",none,Sushi
206487,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,japanese movie,coca cola,"Parents,Friends",none,Sushi
68949,2,4.0,Week day lunch,7.0,my neighbor totoro,none,Friends,A moderate amount (medium),Sushi
419835,5,6.0,"Week day dinner,Weekend dinner",14.0,big hero 6,water,Friends,none,Sushi
745732,4,4.0,"Week day dinner,Weekend dinner",27.5,none,coca cola,Friends,none,Sushi
543739,1,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,monsters inc,water,Friends,none,Sushi
410380,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,john wick,sake,"Parents,Friends,Strangers",none,Sushi
385307,2,2.5,"Week day lunch,Weekend dinner,At a party",15.0,john wick,soup,Parents,none,Sushi
634566,5,5.0,"Week day dinner,Weekend dinner",20.0,none,sake,"Parents,Friends",A moderate amount (medium),Sushi
625818,4,6.0,Weekend dinner,15.0,big hero 6,water,Siblings,A little (mild),Sushi
631164,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,spirited away,water,Strangers,A little (mild),Sushi
603130,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.0,finding nemo,yakult,"Parents,Friends",none,Sushi
229211,4,5.0,"Week day dinner,Weekend dinner,At a party",16.0,one piece,miso soup,"Parents,Siblings,Friends",none,Sushi
626849,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",6.0,turning red,water,"Siblings,Friends",A little (mild),Sushi
634650,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,madagascar,water,"Parents,Siblings,Friends",none,Sushi
632125,4,4.0,"Week day dinner,Weekend dinner",10.0,turning red,water,"Friends,Strangers",none,Sushi
626812,1,2.5,"Week day lunch,Weekend lunch,At a party",20.0,none,water,Parents,none,Sushi
631109,5,13.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",14.0,we live in time in one of the scenes the chef is making sushi i watched it recently,water,Friends,none,Sushi
716766,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,none,tea,"Parents,Siblings,Friends",none,Sushi
494103,2,7.0,"Week day dinner,Weekend dinner,Late night snack",9.0,blade runner,coca cola,"Parents,Siblings,Friends",none,Sushi
628102,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,fast  furious tokyo drift,water,Parents,none,Sushi
634683,5,7.5,"Week day lunch,Weekend dinner",,lucy,tea,Friends,none,Sushi
517774,1,2.0,"Weekend dinner,Late night snack",12.0,spirited away,sprite,Teachers,none,Sushi
408898,4,4.0,"Weekend dinner,At a party",10.0,cars 2,water,"Friends,Strangers",A little (mild),Sushi
603189,3,3.0,"Week day lunch,Week day dinner,Weekend dinner",10.0,lost in translation,water,Friends,none,Sushi
606857,4,3.0,"Weekend lunch,Weekend dinner",10.0,47 ronin,ice tea,Strangers,none,Sushi
523080,3,4.0,"Week day lunch,Week day dinner,Late night snack",9.99,home alone,water,"Siblings,Strangers",none,Sushi
631014,2,4.0,"Week day dinner,Weekend dinner",12.0,the last samurai,coca cola,Teachers,A little (mild),Sushi
503957,4,3.0,"Week day lunch,Week day dinner,Weekend dinner",18.0,john wick,saporo,Friends,none,Sushi
524890,4,6.0,"Week day dinner,Weekend dinner",25.0,home alone 2,sake,"Siblings,Friends,Strangers",A moderate amount (medium),Sushi
717411,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8.0,japanese movie,ice tea,"Parents,Friends,Teachers,Strangers",A little (mild),Sushi
525311,4,5.0,"Week day lunch,Weekend lunch,Weekend dinner,At a party",10.0,godzilla,tea,"Parents,Siblings,Friends",none,Sushi
630967,5,7.0,"Week day dinner,Weekend dinner",25.0,hunger,water,Friends,none,Sushi
604969,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,cars 2,sparkling water,"Parents,Siblings,Friends,Strangers",none,Sushi
524480,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,spirited away,water,Friends,none,Sushi
630121,3,10.0,"Week day dinner,Weekend dinner,At a party",15.0,mulan,water,Strangers,A little (mild),Sushi
629615,5,5.0,"Week day lunch,Weekend lunch,At a party,Late night snack",1.0,the breakfast club,tea,"Friends,Strangers",none,Sushi
634977,4,4.0,"Week day lunch,Weekend lunch",7.0,mulan,water,"Friends,Strangers",none,Sushi
630823,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",14.0,the intern,coca cola,"Parents,Friends",none,Sushi
632228,5,20.0,"Weekend dinner,At a party",13.5,karate kid,water,"Friends,Strangers",A little (mild),Sushi
504548,1,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,the meg 2018,soy sauce,"Parents,Siblings,Strangers",none,Sushi
522477,1,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,madagascar,tea,"Siblings,Friends",A little (mild),Sushi
523461,4,5.0,"Week day lunch,Weekend lunch,At a party,Late night snack",6.0,rush hour 2,sake,Friends,A moderate amount (medium),Sushi
312640,2,23.5,"Week day dinner,Weekend lunch,Weekend dinner",16.0,rush hour series,yuzu the alcoholic drink,"Parents,Siblings",none,Sushi
854745,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12.0,doraemon,tea,"Parents,Friends",none,Sushi
711854,1,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",1.0,kill bill,water,"Friends,Strangers",none,Sushi
739254,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,ultraman rising,water,Strangers,A little (mild),Sushi
621555,3,2.5,"Week day dinner,Weekend dinner",9.0,none,water,"Parents,Siblings",none,Sushi
602482,2,3.5,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,21 jump street,water,"Parents,Friends",none,Sushi
630416,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",9.0,ratatouille because sushi needs to be sliced and they slice food in ratatouille,water,"Friends,Strangers",I will have some of this food item with my hot sauce,Sushi
505458,2,2.0,"Week day dinner,Weekend dinner,At a party,Late night snack",3.0,japanese,tea,"Siblings,Friends",none,Sushi
296589,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,pearl harbour,water,"Parents,Friends,Teachers,Strangers",none,Sushi
